docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-1624	1	Quantity	112	118	1	150 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	1	MeasuredProperty	119	123	2	long	"{""HasQuantity"": ""1""}"
S0038071711004354-1624	2	Quantity	125	131	3	100 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	3	Quantity	166	171	4	15 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	3	MeasuredProperty	157	162	5	depth	"{""HasQuantity"": ""4""}"
S0038071711004354-1624	3	MeasuredEntity	152	156	6	soil	"{""HasQuantity"": ""4""}"
S0038071711004354-1624	4	Quantity	322	347	7	approximately four months	"{""unit"": ""months""}"
S0038071711004354-1624	5	Quantity	349	369	8	Approximately 15 min	"{""unit"": ""min""}"
S0038071711004354-1624	6	Quantity	528	533	9	30 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	6	MeasuredProperty	534	542	10	distance	"{""HasQuantity"": ""9""}"
