docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1183	1	Quantity	112	118	1	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1183	1	MeasuredProperty	119	138	2	auditory amplitudes	"{""HasQuantity"": ""1""}"
S2213158213000582-1183	2	Quantity	306	312	3	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1183	3	Quantity	417	420	4	1 s	"{""unit"": ""s""}"
S2213158213000582-1183	4	Quantity	729	732	5	142	"{""unit"": ""142""}"
S2213158213000582-1183	4	MeasuredProperty	725	726	6	N	"{""HasQuantity"": ""5""}"
S2213158213000582-1183	5	Quantity	754	757	7	221	"{""unit"": ""221""}"
S2213158213000582-1183	5	MeasuredProperty	750	751	8	N	"{""HasQuantity"": ""7""}"
S2213158213000582-1183	6	Quantity	1105	1111	9	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1183	7	Quantity	1159	1161	10	79	"{""unit"": ""79""}"
S2213158213000582-1183	7	MeasuredProperty	1155	1156	11	N	"{""HasQuantity"": ""10""}"
S2213158213000582-1183	8	Quantity	1175	1177	12	73	"{""unit"": ""73""}"
S2213158213000582-1183	8	MeasuredProperty	1171	1172	13	N	"{""HasQuantity"": ""12""}"
