docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167880913001229-1323	1	Quantity	249	256	1	0–10 cm	"{""unit"": ""cm""}"
S0167880913001229-1323	1	MeasuredProperty	257	262	2	depth	"{""HasQuantity"": ""1""}"
S0167880913001229-1323	1	MeasuredEntity	216	245	3	greater increase of SOC stock	"{""HasQuantity"": ""1""}"
S0167880913001229-1323	2	Quantity	330	338	4	20–40 cm	"{""unit"": ""cm""}"
S0167880913001229-1323	2	MeasuredProperty	339	344	5	depth	"{""HasQuantity"": ""4""}"
S0167880913001229-1323	2	MeasuredEntity	347	370	6	similar decrease in SOC	"{""HasQuantity"": ""4""}"
S0167880913001229-1323	3	Quantity	525	532	7	0–10 cm	"{""unit"": ""cm""}"
S0167880913001229-1323	3	MeasuredProperty	533	538	8	depth	"{""HasQuantity"": ""7""}"
S0167880913001229-1323	4	Quantity	549	553	9	0.07	"{""unit"": ""0.07""}"
S0167880913001229-1323	4	MeasuredEntity	539	546	10	SOC (r2	"{""HasQuantity"": ""9""}"
S0167880913001229-1323	5	Quantity	557	563	11	< 0.05	"{""unit"": ""0.05""}"
S0167880913001229-1323	5	MeasuredProperty	555	556	12	p	"{""HasQuantity"": ""11""}"
