docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213001253-2433	1	Quantity	20	25	1	three	"{""unit"": ""three""}"
S2213158213001253-2433	1	MeasuredEntity	26	37	3	classifiers	"{""HasQuantity"": ""1""}"
S2213158213001253-2433	2	Quantity	319	323	4	0.90	"{""unit"": ""0.90""}"
S2213158213001253-2433	3	Quantity	328	332	5	0.89	"{""unit"": ""0.89""}"
S2213158213001253-2433	4	Quantity	555	559	6	100%	"{""unit"": ""%""}"
S2213158213001253-2433	4	MeasuredProperty	428	449	7	positive subjects (HI	"{""HasQuantity"": ""6""}"
S2213158213001253-2433	4	MeasuredProperty	475	493	8	decision threshold	"{""HasQuantity"": ""6""}"
S2213158213001253-2433	4	MeasuredProperty	560	578	9	true positive rate	"{""HasQuantity"": ""6""}"
S2213158213001253-2433	5	Quantity	624	628	10	100%	"{""unit"": ""%""}"
S2213158213001253-2433	5	MeasuredEntity	593	612	11	false positive rate	"{""HasQuantity"": ""10""}"
S2213158213001253-2433	6	Quantity	708	710	12	0%	"{""unit"": ""%""}"
S2213158213001253-2433	6	MeasuredProperty	711	730	13	false positive rate	"{""HasQuantity"": ""12""}"
S2213158213001253-2433	7	Quantity	775	777	14	0%	"{""unit"": ""%""}"
S2213158213001253-2433	7	MeasuredProperty	745	774	15	true positive rate approached	"{""HasQuantity"": ""14""}"
