docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0168945213001805-5396	1	Quantity	520	527	1	10-year	"{""unit"": ""year""}"
S0168945213001805-5396	1	MeasuredEntity	527	545	3	-old Populus trees	"{""HasQuantity"": ""1""}"
S0168945213001805-5396	2	Quantity	599	609	2	three-year	"{""unit"": ""year""}"
S0168945213001805-5396	3	Quantity	771	782	5	two decades	"{""unit"": ""decades""}"
S0168945213001805-5396	4	Quantity	1418	1425	6	19-year	"{""unit"": ""year""}"
S0168945213001805-5396	4	MeasuredProperty	1426	1429	8	old	"{""HasQuantity"": ""6""}"
S0168945213001805-5396	5	Quantity	1450	1457	7	18-year	"{""unit"": ""year""}"
S0168945213001805-5396	5	MeasuredEntity	1457	1484	10	-old glasshouse-grown trees	"{""HasQuantity"": ""7""}"
S0168945213001805-5396	6	Quantity	1925	1928	11	40%	"{""unit"": ""%""}"
S0168945213001805-5396	7	Quantity	3622	3623	12	1	"{""unit"": ""1""}"
