docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0301010413004096-767	1	Quantity	161	169	1	500 meV.	"{""unit"": ""meV.""}"
S0301010413004096-767	2	Quantity	211	214	2	∼1%	"{""unit"": ""%""}"
S0301010413004096-767	2	MeasuredProperty	178	207	3	region TOSCA has a resolution	"{""HasQuantity"": ""2""}"
S0301010413004096-767	3	Quantity	256	262	4	∼2.5 g	"{""unit"": ""g""}"
S0301010413004096-767	4	Quantity	387	407	5	10−7 mbar and 120 °C	"{""unit"": ""mbar""}"
S0301010413004096-767	4	MeasuredProperty	375	383	6	degassed	"{""HasQuantity"": ""5""}"
S0301010413004096-767	4	MeasuredEntity	364	370	7	sample	"{""HasQuantity"": ""5""}"
S0301010413004096-767	5	Quantity	412	417	8	1 day	"{""unit"": ""day""}"
S0301010413004096-767	6	Quantity	579	588	9	5 ± 0.2 K	"{""unit"": ""K""}"
S0301010413004096-767	7	Quantity	615	620	10	99.5%	"{""unit"": ""%""}"
S0301010413004096-767	7	MeasuredEntity	606	613	11	para-H2	"{""HasQuantity"": ""10""}"
S0301010413004096-767	8	Quantity	654	661	12	40–50 K	"{""unit"": ""K""}"
S0301010413004096-767	9	Quantity	762	765	13	5 K	"{""unit"": ""K""}"
