docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167610513001001-1769	1	Quantity	100	106	1	° tilt	"{""unit"": ""tilt""}"
S0167610513001001-1769	2	Quantity	216	222	2	60 min	"{""unit"": ""min""}"
S0167610513001001-1769	3	Quantity	289	292	3	two	"{""unit"": ""two""}"
S0167610513001001-1769	3	MeasuredEntity	293	301	5	datasets	"{""HasQuantity"": ""3""}"
S0167610513001001-1769	4	Quantity	371	383	6	≈0–0.5 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	5	Quantity	397	415	7	less than 20 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	6	Quantity	624	634	8	0.36 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	6	MeasuredProperty	638	655	9	stable conditions	"{""HasQuantity"": ""8""}"
S0167610513001001-1769	7	Quantity	660	666	10	1.05 m	"{""unit"": ""m""}"
S0167610513001001-1769	8	Quantity	699	705	11	0.86 m	"{""unit"": ""m""}"
S0167610513001001-1769	8	MeasuredProperty	674	693	12	unstable conditions	"{""HasQuantity"": ""11""}"
