docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383913001567-6892	1	Quantity	15	19	1	40 m	"{""unit"": ""m""}"
S0378383913001567-6892	1	MeasuredEntity	4	11	10	channel	"{""HasProperty"": ""8""}"
S0378383913001567-6892	2	Quantity	29	33	2	90 m	"{""unit"": ""m""}"
S0378383913001567-6892	2	MeasuredProperty	34	38	8	long	"{""HasQuantity"": ""2""}"
S0378383913001567-6892	1	MeasuredEntity	4	11	10	channel	"{""HasProperty"": ""8""}"
S0378383913001567-6892	3	Quantity	108	112	3	= 5°	"{""unit"": ""°""}"
S0378383913001567-6892	3	MeasuredProperty	100	107	9	angle β	"{""HasQuantity"": ""3""}"
S0378383913001567-6892	0	MeasuredEntity	161	181	11	simulations were run	"{""HasProperty"": ""9""}"
S0378383913001567-6892	4	Quantity	151	156	4	10 m.	"{""unit"": ""m.""}"
S0378383913001567-6892	5	Quantity	185	188	5	two	"{""unit"": ""two""}"
S0378383913001567-6892	5	MeasuredEntity	189	204	12	different grids	"{""HasQuantity"": ""5""}"
S0378383913001567-6892	6	Quantity	208	216	6	121 × 53	"{""unit"": ""53""}"
S0378383913001567-6892	6	MeasuredEntity	217	241	13	regular curvilinear grid	"{""HasQuantity"": ""6""}"
S0378383913001567-6892	7	Quantity	357	365	7	121 × 53	"{""unit"": ""53""}"
S0378383913001567-6892	7	MeasuredEntity	366	378	14	regular grid	"{""HasQuantity"": ""7""}"
S0378383913001567-6892	8	Quantity	438	441	15	1 m	"{""unit"": ""m""}"
S0378383913001567-6892	8	MeasuredProperty	428	435	17	depth h	"{""HasQuantity"": ""15""}"
S0378383913001567-6892	0	MeasuredEntity	422	427	18	water	"{""HasProperty"": ""17""}"
S0378383913001567-6892	9	Quantity	469	472	16	2.5	"{""unit"": ""2.5""}"
