docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S037842901300244X-1427	1	Quantity	244	248	1	five	"{""unit"": ""five""}"
S037842901300244X-1427	1	MeasuredEntity	249	255	2	cycles	"{""HasQuantity"": ""1""}"
S037842901300244X-1427	2	Quantity	820	826	3	51%/1%	"{""unit"": ""%""}"
S037842901300244X-1427	2	MeasuredProperty	827	851	6	lower Striga infestation	"{""HasQuantity"": ""3""}"
S037842901300244X-1427	0	MeasuredEntity	992	997	9	C5-FS	"{""HasProperty"": ""8""}"
S037842901300244X-1427	3	Quantity	914	921	4	46%/62%	"{""unit"": ""%""}"
S037842901300244X-1427	3	MeasuredProperty	922	950	7	lower downy mildew incidence	"{""HasQuantity"": ""4""}"
S037842901300244X-1427	0	MeasuredEntity	992	997	9	C5-FS	"{""HasProperty"": ""8""}"
S037842901300244X-1427	4	Quantity	956	963	5	49%/31%	"{""unit"": ""%""}"
S037842901300244X-1427	4	MeasuredProperty	964	984	8	higher panicle yield	"{""HasQuantity"": ""5""}"
S037842901300244X-1427	0	MeasuredEntity	992	997	9	C5-FS	"{""HasProperty"": ""8""}"
S037842901300244X-1427	5	Quantity	1312	1315	10	76%	"{""unit"": ""%""}"
S037842901300244X-1427	5	MeasuredEntity	1234	1263	13	Significant genetic variation	"{""HasQuantity"": ""10""}"
S037842901300244X-1427	6	Quantity	1327	1330	11	84%	"{""unit"": ""%""}"
S037842901300244X-1427	6	MeasuredEntity	1317	1325	14	Cinzana)	"{""HasQuantity"": ""11""}"
S037842901300244X-1427	7	Quantity	1344	1347	12	34%	"{""unit"": ""%""}"
