docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003995-2096	1	Quantity	523	530	1	5 and 6	"{""unit"": ""6""}"
S0019103512003995-2096	2	Quantity	637	647	2	0.1–1 μbar	"{""unit"": ""μbar""}"
S0019103512003995-2096	2	MeasuredProperty	653	669	4	mean temperature	"{""HasQuantity"": ""2""}"
S0019103512003995-2096	0	MeasuredEntity	624	625	5	H	"{""HasProperty"": ""4""}"
S0019103512003995-2096	3	Quantity	690	705	3	T¯=8000–11,000K	"{""unit"": ""K""}"
S0019103512003995-2096	4	Quantity	741	746	6	2.7Rp	"{""unit"": ""2.7Rp""}"
S0019103512003995-2096	5	Quantity	817	823	7	1 μbar	"{""unit"": ""μbar""}"
S0019103512003995-2096	5	MeasuredProperty	824	829	8	level	"{""HasQuantity"": ""7""}"
S0019103512003995-2096	6	Quantity	1049	1069	9	approximately 8250 K	"{""unit"": ""K""}"
S0019103512003995-2096	6	MeasuredEntity	1075	1083	11	M7 model	"{""HasQuantity"": ""9""}"
