docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-2841	1	Quantity	232	235	1	2 m	"{""unit"": ""m""}"
S0960148113004989-2841	1	MeasuredProperty	227	229	2	η0	"{""HasQuantity"": ""1""}"
S0960148113004989-2841	1	MeasuredProperty	235	238	3	, H	"{""HasQuantity"": ""1""}"
S0960148113004989-2841	2	Quantity	241	245	4	50 m	"{""unit"": ""m""}"
S0960148113004989-2841	2	MeasuredProperty	245	248	5	, ν	"{""HasQuantity"": ""4""}"
S0960148113004989-2841	3	Quantity	251	259	6	3 m2 s−1	"{""unit"": ""s−1""}"
S0960148113004989-2841	4	Quantity	266	267	7	0	"{""unit"": ""0""}"
S0960148113004989-2841	4	MeasuredProperty	261	263	8	ct	"{""HasQuantity"": ""7""}"
S0960148113004989-2841	5	Quantity	274	280	9	0.0025	"{""unit"": ""0.0025""}"
S0960148113004989-2841	5	MeasuredProperty	269	271	10	cb	"{""HasQuantity"": ""9""}"
S0960148113004989-2841	6	Quantity	286	292	11	9.81 m	"{""unit"": ""m""}"
S0960148113004989-2841	6	MeasuredProperty	282	283	12	g	"{""HasQuantity"": ""11""}"
S0960148113004989-2841	7	Quantity	319	332	13	π/(gHk)≈28.9s	"{""unit"": ""π/(gHk)≈28.9s""}"
S0960148113004989-2841	8	Quantity	437	451	14	640 m × 320 m.	"{""unit"": ""m""}"
S0960148113004989-2841	8	MeasuredProperty	432	436	15	size	"{""HasQuantity"": ""14""}"
