docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0925443913001385-1319	1	Quantity	89	93	1	five	"{""unit"": ""five""}"
S0925443913001385-1319	1	MeasuredEntity	94	110	2	enzyme complexes	"{""HasQuantity"": ""1""}"
S0925443913001385-1319	2	Quantity	2449	2452	3	30]	"{""unit"": ""]""}"
S0925443913001385-1319	2	MeasuredProperty	2455	2468	4	other factors	"{""HasQuantity"": ""3""}"
S0925443913001385-1319	3	Quantity	3431	3458	5	approximately 80 components	"{""unit"": ""components""}"
S0925443913001385-1319	4	Quantity	3828	3833	6	~ 70%	"{""unit"": ""%""}"
S0925443913001385-1319	4	MeasuredProperty	3820	3827	8	contain	"{""HasQuantity"": ""6""}"
S0925443913001385-1319	0	MeasuredEntity	3806	3819	10	80S particles	"{""HasProperty"": ""9""}"
S0925443913001385-1319	5	Quantity	3875	3880	7	~ 70%	"{""unit"": ""%""}"
S0925443913001385-1319	5	MeasuredProperty	3881	3888	9	protein	"{""HasQuantity"": ""7""}"
S0925443913001385-1319	0	MeasuredEntity	3806	3819	10	80S particles	"{""HasProperty"": ""9""}"
