docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1398	1	Quantity	15	20	1	50 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	2	Quantity	56	62	2	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	3	Quantity	131	137	3	< 0.05	"{""unit"": ""0.05""}"
S2213158213000582-1398	3	MeasuredProperty	129	130	4	q	"{""HasQuantity"": ""3""}"
S2213158213000582-1398	3	MeasuredEntity	111	128	5	-STG regions (FDR	"{""HasQuantity"": ""3""}"
S2213158213000582-1398	4	Quantity	168	173	6	L-STG	"{""unit"": ""STG""}"
S2213158213000582-1398	4	MeasuredEntity	140	142	7	HC	"{""HasQuantity"": ""6""}"
S2213158213000582-1398	5	Quantity	257	263	8	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	6	Quantity	363	369	9	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	6	MeasuredEntity	265	267	10	SZ	"{""HasQuantity"": ""9""}"
