docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-1644	1	Quantity	43	50	1	14.8 °C	"{""unit"": ""C""}"
S0038071711004354-1644	1	MeasuredProperty	16	39	3	mean annual temperature	"{""HasQuantity"": ""1""}"
S0038071711004354-1644	2	Quantity	85	91	2	898 mm	"{""unit"": ""mm""}"
S0038071711004354-1644	2	MeasuredEntity	179	189	5	hot summer	"{""HasQuantity"": ""2""}"
S0038071711004354-1644	3	Quantity	301	307	6	2–5 cm	"{""unit"": ""cm""}"
S0038071711004354-1644	3	MeasuredProperty	308	317	12	thickness	"{""HasQuantity"": ""6""}"
S0038071711004354-1644	3	MeasuredEntity	195	199	14	soil	"{""HasQuantity"": ""6""}"
S0038071711004354-1644	4	Quantity	345	360	7	uppermost 0.1 m	"{""unit"": ""m""}"
S0038071711004354-1644	4	MeasuredEntity	364	376	15	mineral soil	"{""HasQuantity"": ""7""}"
S0038071711004354-1644	5	Quantity	394	397	8	93%	"{""unit"": ""%""}"
S0038071711004354-1644	5	MeasuredEntity	398	402	16	sand	"{""HasQuantity"": ""8""}"
S0038071711004354-1644	6	Quantity	404	406	9	4%	"{""unit"": ""%""}"
S0038071711004354-1644	6	MeasuredEntity	407	411	17	clay	"{""HasQuantity"": ""9""}"
S0038071711004354-1644	7	Quantity	417	419	10	3%	"{""unit"": ""%""}"
S0038071711004354-1644	7	MeasuredProperty	420	424	13	silt	"{""HasQuantity"": ""10""}"
