docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1183	1	Quantity	112	118	1-1	100 ms	"{""unit"": ""kg""}"
S2213158213000582-1183	1	MeasuredEntity	159	172	1-2	schizophrenia	"{""HasQuantity"": ""1-1""}"
S2213158213000582-1183	6	Quantity	1105	1111	6-1	100 ms	"{""unit"": ""kg""}"
S2213158213000582-1183	3	Quantity	417	420	3-1	1 s	"{""unit"": ""kg""}"
S2213158213000582-1183	3	MeasuredEntity	475	484	3-2	attention	"{""HasQuantity"": ""3-1""}"
S2213158213000582-1183	3	MeasuredProperty	404	420	3-3	greater than 1 s	"{""HasQuantity"": ""3-1""}"
S2213158213000582-1183	4	Quantity	729	732	4-1	142	"{""unit"": ""kg""}"
S2213158213000582-1183	4	MeasuredEntity	721	723	4-2	SZ	"{""HasQuantity"": ""4-1""}"
S2213158213000582-1183	8	Quantity	1175	1177	8-1	73	"{""unit"": ""kg""}"
S2213158213000582-1183	7	Quantity	1159	1161	7-1	79	"{""unit"": ""kg""}"
S2213158213000582-1183	2	Quantity	306	312	2-1	100 ms	"{""unit"": ""kg""}"
S2213158213000582-1183	2	MeasuredEntity	366	373	2-2	studies	"{""HasQuantity"": ""2-1""}"
S2213158213000582-1183	5	Quantity	754	757	5-1	221	"{""unit"": ""kg""}"
