docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383911001669-2205	1	Quantity	5	7	1	18	"{""unit"": ""18""}"
S0378383911001669-2205	1	MeasuredEntity	8	46	2	presents typical bed shear stress time	"{""HasQuantity"": ""1""}"
S0378383911001669-2205	2	Quantity	196	203	3	0.772 m	"{""unit"": ""m""}"
S0378383911001669-2205	2	MeasuredEntity	192	193	4	x	"{""HasQuantity"": ""3""}"
S0378383911001669-2205	3	Quantity	211	217	5	1.3 mm	"{""unit"": ""mm""}"
S0378383911001669-2205	3	MeasuredEntity	218	223	6	sand-	"{""HasQuantity"": ""5""}"
S0378383911001669-2205	4	Quantity	233	239	7	5.4 mm	"{""unit"": ""mm""}"
S0378383911001669-2205	4	MeasuredProperty	223	228	8	rough	"{""HasQuantity"": ""7""}"
S0378383911001669-2205	5	Quantity	283	289	9	1.3 mm	"{""unit"": ""mm""}"
S0378383911001669-2205	5	MeasuredProperty	290	300	10	sand-rough	"{""HasQuantity"": ""9""}"
S0378383911001669-2205	6	Quantity	671	681	11	up to 1 s.	"{""unit"": ""to""}"
