docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213001253-2433	1	Quantity	20	25	1	three	"{""unit"": ""three""}"
S2213158213001253-2433	1	MeasuredEntity	26	37	2	classifiers	"{""HasQuantity"": ""1""}"
S2213158213001253-2433	2	Quantity	319	323	3	0.90	"{""unit"": ""0.90""}"
S2213158213001253-2433	3	Quantity	328	332	4	0.89	"{""unit"": ""0.89""}"
S2213158213001253-2433	4	Quantity	555	559	5	100%	"{""unit"": ""%""}"
S2213158213001253-2433	4	MeasuredProperty	428	449	6	positive subjects (HI	"{""HasQuantity"": ""5""}"
S2213158213001253-2433	4	MeasuredProperty	475	493	7	decision threshold	"{""HasQuantity"": ""5""}"
S2213158213001253-2433	4	MeasuredProperty	560	578	8	true positive rate	"{""HasQuantity"": ""5""}"
S2213158213001253-2433	5	Quantity	624	628	9	100%	"{""unit"": ""%""}"
S2213158213001253-2433	5	MeasuredEntity	593	612	10	false positive rate	"{""HasQuantity"": ""9""}"
S2213158213001253-2433	6	Quantity	708	710	11	0%	"{""unit"": ""%""}"
S2213158213001253-2433	6	MeasuredProperty	711	730	12	false positive rate	"{""HasQuantity"": ""11""}"
S2213158213001253-2433	7	Quantity	775	777	13	0%	"{""unit"": ""%""}"
S2213158213001253-2433	7	MeasuredProperty	745	774	14	true positive rate approached	"{""HasQuantity"": ""13""}"
