docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0168945213001805-5396	1	Quantity	520	527	1	10-year	"{""unit"": ""year""}"
S0168945213001805-5396	1	MeasuredEntity	527	545	2	-old Populus trees	"{""HasQuantity"": ""1""}"
S0168945213001805-5396	2	Quantity	599	609	3	three-year	"{""unit"": ""year""}"
S0168945213001805-5396	2	MeasuredEntity	588	595	4	volumes	"{""HasQuantity"": ""3""}"
S0168945213001805-5396	3	Quantity	690	697	5	10-year	"{""unit"": ""year""}"
S0168945213001805-5396	3	MeasuredProperty	697	701	6	-old	"{""HasQuantity"": ""5""}"
S0168945213001805-5396	3	MeasuredEntity	682	690	7	older (>	"{""HasProperty"": ""6""}"
S0168945213001805-5396	4	Quantity	771	782	8	two decades	"{""unit"": ""decades""}"
S0168945213001805-5396	5	Quantity	1418	1421	9	19-	"{""unit"": ""-""}"
S0168945213001805-5396	5	MeasuredProperty	1421	1429	10	year-old	"{""HasQuantity"": ""9""}"
S0168945213001805-5396	6	Quantity	1450	1457	11	18-year	"{""unit"": ""year""}"
S0168945213001805-5396	6	MeasuredEntity	1430	1445	12	tissue cultures	"{""HasQuantity"": ""11""}"
S0168945213001805-5396	7	Quantity	1925	1928	13	40%	"{""unit"": ""%""}"
S0168945213001805-5396	8	Quantity	3622	3623	14	1	"{""unit"": ""1""}"
