docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1750583613004192-1126	1	Quantity	377	401	1	approximately 1 km below	"{""unit"": ""km""}"
S1750583613004192-1126	1	MeasuredEntity	402	413	3	the surface	"{""HasQuantity"": ""1""}"
S1750583613004192-1126	2	Quantity	418	424	4	200 km	"{""unit"": ""km""}"
S1750583613004192-1126	3	Quantity	490	497	5	1 Mt/yr	"{""unit"": ""yr""}"
S1750583613004192-1126	4	Quantity	595	600	6	eight	"{""unit"": ""eight""}"
S1750583613004192-1126	4	MeasuredEntity	601	620	8	thin shale barriers	"{""HasQuantity"": ""6""}"
S1750583613004192-1126	5	Quantity	675	686	9	three years	"{""unit"": ""years""}"
S1750583613004192-1126	6	Quantity	731	736	10	eight	"{""unit"": ""eight""}"
S1750583613004192-1126	6	MeasuredProperty	737	752	11	seismic surveys	"{""HasQuantity"": ""10""}"
S1750583613004192-1126	6	MeasuredEntity	692	708	12	plume's progress	"{""HasProperty"": ""11""}"
S1750583613004192-1126	7	Quantity	1682	1686	13	1 km	"{""unit"": ""km""}"
