docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167610513001001-1769	1	Quantity	100	106	1	° tilt	"{""unit"": ""tilt""}"
S0167610513001001-1769	2	Quantity	216	222	2	60 min	"{""unit"": ""min""}"
S0167610513001001-1769	2	MeasuredProperty	190	196	3	speeds	"{""HasQuantity"": ""2""}"
S0167610513001001-1769	2	MeasuredEntity	174	189	4	horizontal wind	"{""HasProperty"": ""3""}"
S0167610513001001-1769	3	Quantity	289	292	5	two	"{""unit"": ""two""}"
S0167610513001001-1769	3	MeasuredEntity	293	301	7	datasets	"{""HasQuantity"": ""5""}"
S0167610513001001-1769	4	Quantity	371	383	8	≈0–0.5 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	4	MeasuredProperty	362	367	9	speed	"{""HasQuantity"": ""8""}"
S0167610513001001-1769	4	MeasuredEntity	357	361	10	wind	"{""HasProperty"": ""9""}"
S0167610513001001-1769	5	Quantity	397	415	11	less than 20 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	5	MeasuredProperty	387	393	12	speeds	"{""HasQuantity"": ""11""}"
S0167610513001001-1769	6	Quantity	624	634	13	0.36 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	6	MeasuredProperty	638	655	14	stable conditions	"{""HasQuantity"": ""13""}"
S0167610513001001-1769	7	Quantity	660	666	15	1.05 m	"{""unit"": ""m""}"
S0167610513001001-1769	8	Quantity	699	709	16	0.86 m s−1	"{""unit"": ""m""}"
S0167610513001001-1769	8	MeasuredProperty	674	693	17	unstable conditions	"{""HasQuantity"": ""16""}"
