docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378112713005288-1800	1	Quantity	26	33	1	2 × 2 m	"{""unit"": ""m""}"
S0378112713005288-1800	1	MeasuredEntity	34	52	2	temporary quadrats	"{""HasQuantity"": ""1""}"
S0378112713005288-1800	2	Quantity	118	119	3	m	"{""unit"": ""m""}"
S0378112713005288-1800	3	Quantity	388	401	4	1140 quadrats	"{""unit"": ""quadrats""}"
S0378112713005288-1800	4	Quantity	558	571	5	height >50 cm	"{""unit"": ""cm""}"
S0378112713005288-1800	4	MeasuredEntity	525	538	6	height ⩽50 cm	"{""HasQuantity"": ""5""}"
S0378112713005288-1800	5	Quantity	714	718	7	<2 m	"{""unit"": ""m""}"
S0378112713005288-1800	5	MeasuredProperty	708	713	8	trees	"{""HasQuantity"": ""7""}"
S0378112713005288-1800	6	Quantity	960	965	9	250 m	"{""unit"": ""m""}"
S0378112713005288-1800	6	MeasuredProperty	949	959	10	lay within	"{""HasQuantity"": ""9""}"
S0378112713005288-1800	6	MeasuredProperty	971	989	11	native seed source	"{""HasQuantity"": ""9""}"
S0378112713005288-1800	6	MeasuredEntity	935	948	12	sampled plots	"{""HasProperty"": ""11""}"
S0378112713005288-1800	7	Quantity	1187	1201	13	more than 100%	"{""unit"": ""%""}"
S0378112713005288-1800	7	MeasuredEntity	1161	1183	15	total vegetation cover	"{""HasQuantity"": ""13""}"
S0378112713005288-1800	8	Quantity	1786	1795	16	few years	"{""unit"": ""years""}"
