docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-1466	1	Quantity	36	65	1	100 MW wind farm with a 28.5%	"{""unit"": ""%""}"
S0960148113005727-1466	1	MeasuredProperty	4	30	2	cumulative lifetime output	"{""HasQuantity"": ""1""}"
S0960148113005727-1466	1	MeasuredEntity	66	77	3	load factor	"{""HasProperty"": ""2""}"
S0960148113005727-1466	2	Quantity	87	109	4	4.99 TWh over 20 years	"{""unit"": ""years""}"
S0960148113005727-1466	3	Quantity	188	198	5	first year	"{""unit"": ""year""}"
S0960148113005727-1466	3	MeasuredEntity	134	177	6	linear annual deterioration of −0.41 points	"{""HasQuantity"": ""5""}"
S0960148113005727-1466	4	Quantity	231	239	7	4.37 TWh	"{""unit"": ""TWh""}"
S0960148113005727-1466	5	Quantity	251	256	8	12.5%	"{""unit"": ""%""}"
S0960148113005727-1466	6	Quantity	512	515	9	10%	"{""unit"": ""%""}"
S0960148113005727-1466	6	MeasuredProperty	495	508	10	discount rate	"{""HasQuantity"": ""9""}"
S0960148113005727-1466	7	Quantity	576	578	11	9%	"{""unit"": ""%""}"
S0960148113005727-1466	8	Quantity	612	623	12	£98 per MWh	"{""unit"": ""MWh""}"
