docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003533-5318	1	Quantity	130	136	1	10 keV	"{""unit"": ""keV""}"
S0019103512003533-5318	1	MeasuredProperty	102	125	2	electric field strength	"{""HasQuantity"": ""1""}"
S0019103512003533-5318	1	MeasuredProperty	137	157	3	electron energy flux	"{""HasQuantity"": ""1""}"
S0019103512003533-5318	2	Quantity	276	285	4	400–650 K	"{""unit"": ""K""}"
S0019103512003533-5318	2	MeasuredProperty	243	264	5	observed temperatures	"{""HasQuantity"": ""4""}"
S0019103512003533-5318	2	MeasuredEntity	268	274	6	Saturn	"{""HasProperty"": ""5""}"
S0019103512003533-5318	3	Quantity	649	656	7	∼100 mV	"{""unit"": ""mV""}"
S0019103512003533-5318	4	Quantity	717	723	8	10 keV	"{""unit"": ""keV""}"
S0019103512003533-5318	4	MeasuredProperty	724	737	9	electron flux	"{""HasQuantity"": ""8""}"
S0019103512003533-5318	5	Quantity	741	745	10	1 mW	"{""unit"": ""mW""}"
S0019103512003533-5318	5	MeasuredEntity	746	784	11	m−2 generate thermosphere temperatures	"{""HasQuantity"": ""10""}"
S0019103512003533-5318	6	Quantity	788	794	12	∼800 K	"{""unit"": ""K""}"
