docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0016236113008041-3161	1	Quantity	50	56	1	4.5 kg	
S0016236113008041-3161	1	MeasuredEntity	26	46	2	lowest bed inventory	
S0016236113008041-3161	2	Quantity	439	455	3	4.5 kg and 13 kg	
S0016236113008041-3161	2	MeasuredEntity	420	435	6	bed inventories	
S0016236113008041-3161	3	Quantity	484	488	4	6 kg	
S0016236113008041-3161	3	MeasuredEntity	489	498	7	inventory	
S0016236113008041-3161	4	Quantity	536	545	8	<0.01 ppm	
S0016236113008041-3161	4	MeasuredProperty	513	519	9	values	
S0016236113008041-3161	5	Quantity	667	673	10	<2 ppm	
S0016236113008041-3161	5	MeasuredProperty	623	637	11	concentrations	
S0016236113008041-3161	5	MeasuredEntity	645	653	12	flue gas	
