docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0006322312001096-1197	1	Quantity	8	13	1	three	
S0006322312001096-1197	1	MeasuredEntity	14	44	2	indicators (or proxy measures)	
S0006322312001096-1197	2	Quantity	146	153	3	30-item	
S0006322312001096-1197	2	MeasuredEntity	154	188	4	General Health Questionnaire (GHQ)	
S0006322312001096-1197	3	Quantity	413	419	5	1 or 0	
S0006322312001096-1197	3	MeasuredProperty	396	402	6	scored	
S0006322312001096-1197	3	MeasuredEntity	376	395	7	response categories	
S0006322312001096-1197	4	Quantity	479	488	8	5 or more	
S0006322312001096-1197	4	MeasuredProperty	470	475	10	score	
S0006322312001096-1197	5	Quantity	554	560	9	0 to 4	
S0006322312001096-1197	5	MeasuredProperty	547	553	11	scores	
S0006322312001096-1197	5	MeasuredEntity	564	572	13	noncases	
S0006322312001096-1197	6	Quantity	732	735	14	84%	
S0006322312001096-1197	6	MeasuredProperty	721	730	16	sensitive	
S0006322312001096-1197	6	MeasuredEntity	702	714	18	GHQ caseness	
S0006322312001096-1197	7	Quantity	751	754	15	84%	
S0006322312001096-1197	7	MeasuredProperty	741	749	17	specific	
S0006322312001096-1197	8	Quantity	1018	1021	19	73%	
S0006322312001096-1197	8	MeasuredProperty	1005	1016	21	sensitivity	
S0006322312001096-1197	8	MeasuredEntity	884	887	23	GHQ	
S0006322312001096-1197	9	Quantity	1040	1043	20	78%	
S0006322312001096-1197	9	MeasuredProperty	1027	1038	22	specificity	
S0006322312001096-1197	10	Quantity	1099	1115	24	274 participants	
S0006322312001096-1197	10	MeasuredEntity	1087	1098	33	subgroup of	
S0006322312001096-1197	11	Quantity	1121	1129	25	58 to 70	
S0006322312001096-1197	11	MeasuredProperty	1116	1120	29	aged	
S0006322312001096-1197	12	Quantity	1133	1137	26	2010	
S0006322312001096-1197	12	MeasuredProperty	1159	1170	31	specificity	
S0006322312001096-1197	12	MeasuredEntity	1174	1194	34	GHQ symptom caseness	
S0006322312001096-1197	13	Quantity	1282	1285	27	80%	
S0006322312001096-1197	14	Quantity	1290	1293	28	81%	
