docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2211124712002884-1110	1	Quantity	107	115	1	5–6 days	
S2211124712002884-1110	1	MeasuredProperty	58	102	2	grown as embryoid bodies (EBs) in suspension	
S2211124712002884-1110	1	MeasuredEntity	0	13	3	iPSC colonies	
S2211124712002884-1110	2	Quantity	217	224	4	Ten-day	
S2211124712002884-1110	2	MeasuredProperty	225	228	5	old	
S2211124712002884-1110	2	MeasuredEntity	229	237	6	rosettes	
S2211124712002884-1110	3	Quantity	324	339	7	after 3–4 weeks	
S2211124712002884-1110	3	MeasuredProperty	312	323	10	dissociated	
S2211124712002884-1110	3	MeasuredEntity	294	306	11	Neurospheres	
S2211124712002884-1110	4	Quantity	441	450	8	0.1 mg/ml	
S2211124712002884-1110	4	MeasuredEntity	426	439	12	poly-D-lysine	
S2211124712002884-1110	5	Quantity	465	472	9	10 μg/m	
S2211124712002884-1110	5	MeasuredEntity	456	463	13	laminin	
S2211124712002884-1110	6	Quantity	493	508	14	after 2-4 weeks	
S2211124712002884-1110	6	MeasuredProperty	488	492	15	used	
S2211124712002884-1110	6	MeasuredEntity	475	482	16	Neurons	
