docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032386113005454-2055	1	Quantity	193	197	1	1 Hz	
S0032386113005454-2055	1	MeasuredEntity	167	189	4	double-cantilever mode	
S0032386113005454-2055	2	Quantity	232	247	2	60 × 10 × 3 mm3	
S0032386113005454-2055	2	MeasuredProperty	251	255	3	size	
S0032386113005454-2055	2	MeasuredEntity	217	231	5	test specimens	
S0032386113005454-2055	3	Quantity	288	305	6	−100 °C to 200 °C	
S0032386113005454-2055	3	MeasuredEntity	261	278	8	temperature range	
S0032386113005454-2055	4	Quantity	329	337	7	4 °C/min	
S0032386113005454-2055	4	MeasuredEntity	313	325	9	heating rate	
S0032386113005454-2055	5	Quantity	798	814	10	room temperature	
S0032386113005454-2055	5	MeasuredEntity	833	845	13	front factor	
S0032386113005454-2055	6	Quantity	866	871	11	0.725	
S0032386113005454-2055	7	Quantity	944	960	14	room temperature	
S0032386113005454-2055	7	MeasuredProperty	903	910	15	density	
S0032386113005454-2055	7	MeasuredEntity	922	927	16	epoxy	
S0032386113005454-2055	8	Quantity	1008	1017	17	1.20 g/m3	
S0032386113005454-2055	9	Quantity	1021	1026	18	20 °C	
