docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383912000130-3601	1	Quantity	355	374	1	two beach materials	
S0378383912000130-3601	1	MeasuredProperty	346	354	3	involved	
S0378383912000130-3601	1	MeasuredEntity	334	345	5	experiments	
S0378383912000130-3601	2	Quantity	410	427	2	1.5 mm and 8.5 mm	
S0378383912000130-3601	2	MeasuredProperty	380	406	4	nominal sediment diameters	
S0378383912000130-3601	3	Quantity	531	537	6	600 mm	
S0378383912000130-3601	3	MeasuredProperty	494	513	9	initial water depth	
S0378383912000130-3601	3	MeasuredEntity	521	530	10	reservoir	
S0378383912000130-3601	4	Quantity	579	585	7	1.5 mm	
S0378383912000130-3601	4	MeasuredEntity	586	591	11	beach	
S0378383912000130-3601	5	Quantity	633	639	8	8.5 mm	
S0378383912000130-3601	5	MeasuredEntity	640	645	12	beach	
S0378383912000130-3601	6	Quantity	673	678	13	62 mm	
S0378383912000130-3601	6	MeasuredProperty	664	669	15	level	
S0378383912000130-3601	6	MeasuredEntity	658	663	17	water	
S0378383912000130-3601	7	Quantity	742	747	14	62 mm	
S0378383912000130-3601	7	MeasuredProperty	733	738	16	level	
S0378383912000130-3601	7	MeasuredEntity	721	732	18	groundwater	
S0378383912000130-3601	8	Quantity	918	922	19	1:10	
S0378383912000130-3601	8	MeasuredProperty	895	900	20	slope	
S0378383912000130-3601	8	MeasuredEntity	908	913	21	beach	
