docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1284	1	Quantity	146	149	1	225	
S0012821X12004384-1284	1	MeasuredEntity	150	157	2	samples	
S0012821X12004384-1284	2	Quantity	324	329	3	1.167	
S0012821X12004384-1284	3	Quantity	397	402	4	±<0.1	
S0012821X12004384-1284	3	MeasuredProperty	384	393	5	precision	
S0012821X12004384-1284	3	MeasuredEntity	331	349	6	Replicate analysis	
S0012821X12004384-1284	4	Quantity	447	450	7	289	
S0012821X12004384-1284	4	MeasuredEntity	451	468	8	bulk rock samples	
S0012821X12004384-1284	5	Quantity	748	752	9	24 h	
S0012821X12004384-1284	5	MeasuredProperty	730	747	11	were refluxed for	
S0012821X12004384-1284	5	MeasuredEntity	722	729	12	samples	
S0012821X12004384-1284	6	Quantity	811	820	10	93:7, v/v	
S0012821X12004384-1284	6	MeasuredEntity	759	809	13	azeotropic mixture of dichloromethane and methanol	
S0012821X12004384-1284	7	Quantity	1128	1130	14	5%	
S0012821X12004384-1284	7	MeasuredEntity	1131	1134	15	HCl	
S0012821X12004384-1284	8	Quantity	1252	1259	16	>250 μm	
S0012821X12004384-1284	8	MeasuredProperty	1260	1274	17	size fractions	
S0012821X12004384-1284	9	Quantity	1328	1330	18	35	
S0012821X12004384-1284	9	MeasuredEntity	1331	1338	19	samples	
S0012821X12004384-1284	10	Quantity	1711	1716	20	0.4‰.	
S0012821X12004384-1284	10	MeasuredProperty	1658	1681	21	mean standard deviation	
S0012821X12004384-1284	10	MeasuredEntity	1689	1707	22	replicate analyses	
