docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0006322312001096-1136	1	Quantity	73	77	1	1991	
S0006322312001096-1136	1	MeasuredEntity	49	69	9	baseline examination	
S0006322312001096-1136	2	Quantity	103	123	2	1997, 2003, and 2008	
S0006322312001096-1136	2	MeasuredEntity	79	99	10	follow-up screenings	
S0006322312001096-1136	3	Quantity	205	222	3	5318 participants	
S0006322312001096-1136	4	Quantity	233	243	4	54.8 years	
S0006322312001096-1136	4	MeasuredProperty	224	232	6	mean age	
S0006322312001096-1136	5	Quantity	245	248	5	31%	
S0006322312001096-1136	5	MeasuredProperty	249	254	7	women	
S0006322312001096-1136	6	Quantity	576	579	11	≥16	
S0006322312001096-1136	6	MeasuredProperty	570	575	12	score	
S0006322312001096-1136	6	MeasuredEntity	520	569	13	Center for Epidemiologic Studies Depression Scale	
