docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-3327	1	Quantity	36	39	1	one	
S0960148113004989-3327	1	MeasuredProperty	4	28	4	averaged power extracted	
S0960148113004989-3327	1	MeasuredEntity	40	45	5	cycle	
S0960148113004989-3327	2	Quantity	59	62	2	22%	
S0960148113004989-3327	3	Quantity	68	86	3	48.4 MW to 59.0 MW	
S0960148113004989-3327	4	Quantity	175	178	6	one	
S0960148113004989-3327	4	MeasuredProperty	179	190	7	full period	
S0960148113004989-3327	4	MeasuredEntity	151	166	8	simulation time	
S0960148113004989-3327	5	Quantity	379	382	9	two	
S0960148113004989-3327	5	MeasuredEntity	383	401	10	distorted ∨ shapes	
