docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1750583613004192-714	1	Quantity	55	70	1	circa July 2002	
S1750583613004192-714	1	MeasuredEntity	4	26	2	Sleipner plume profile	
S1750583613004192-714	2	Quantity	128	132	3	5 Mt	
S1750583613004192-714	2	MeasuredProperty	136	144	4	injected	
S1750583613004192-714	2	MeasuredEntity	145	148	5	CO2	
S1750583613004192-714	3	Quantity	176	180	6	nine	
S1750583613004192-714	3	MeasuredEntity	181	193	7	plume layers	
S1750583613004192-714	4	Quantity	379	383	8	1999	
S1750583613004192-714	4	MeasuredProperty	361	375	12	first appeared	
S1750583613004192-714	4	MeasuredEntity	349	360	14	ninth layer	
S1750583613004192-714	5	Quantity	422	441	9	approximately 220 m	
S1750583613004192-714	5	MeasuredProperty	413	421	13	migrated	
S1750583613004192-714	5	MeasuredEntity	405	408	15	CO2	
S1750583613004192-714	6	Quantity	486	495	10	1012 mbsl	
S1750583613004192-714	6	MeasuredEntity	462	482	16	injection point (IP)	
S1750583613004192-714	7	Quantity	499	506	11	3 years	
