docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0165587612003680-1078	1	Quantity	190	195	1	three	
S0165587612003680-1078	1	MeasuredEntity	196	204	2	bacteria	
S0165587612003680-1078	2	Quantity	444	449	3	three	
S0165587612003680-1078	2	MeasuredEntity	450	469	4	commonest pathogens	
S0165587612003680-1078	3	Quantity	719	734	5	three occasions	
S0165587612003680-1078	3	MeasuredProperty	702	710	6	isolated	
S0165587612003680-1078	3	MeasuredEntity	686	700	7	S. lugdunensis	
S0165587612003680-1078	4	Quantity	1025	1028	8	60%	
S0165587612003680-1078	4	MeasuredProperty	916	920	9	CoNS	
S0165587612003680-1078	4	MeasuredEntity	1032	1058	10	bacteria isolated from OME	
