docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167880913001229-1304	1	Quantity	111	137	1	up to 11.25 Mg ha−1 year−1	
S0167880913001229-1304	1	MeasuredEntity	143	169	5	no significant differences	
S0167880913001229-1304	2	Quantity	329	333	2	0.24	
S0167880913001229-1304	2	MeasuredProperty	325	326	3	p	
S0167880913001229-1304	3	Quantity	439	446	6	0–10 cm	
S0167880913001229-1304	3	MeasuredProperty	447	452	9	depth	
S0167880913001229-1304	3	MeasuredEntity	453	456	13	SOC	
S0167880913001229-1304	4	Quantity	463	467	7	0.18	
S0167880913001229-1304	4	MeasuredProperty	458	460	10	r2	
S0167880913001229-1304	5	Quantity	471	477	8	< 0.01	
S0167880913001229-1304	5	MeasuredProperty	469	470	11	p	
S0167880913001229-1304	6	Quantity	571	574	14	two	
S0167880913001229-1304	6	MeasuredEntity	575	592	15	lower soil depths	
S0167880913001229-1304	7	Quantity	670	677	16	0–40 cm	
S0167880913001229-1304	7	MeasuredProperty	678	683	17	depth	
S0167880913001229-1304	7	MeasuredEntity	684	687	18	SOC	
