docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0921818113002245-1571	1	Quantity	73	84	1	upper 0.8 m	
S0921818113002245-1571	1	MeasuredEntity	88	97	2	sediments	
S0921818113002245-1571	2	Quantity	201	219	3	approximately 1 cm	
S0921818113002245-1571	2	MeasuredProperty	195	199	4	thin	
S0921818113002245-1571	2	MeasuredEntity	221	269	5	vertical slab of relatively undisturbed sediment	
S0921818113002245-1571	3	Quantity	462	466	6	Five	
S0921818113002245-1571	3	MeasuredEntity	467	472	7	cores	
S0921818113002245-1571	4	Quantity	632	637	8	4.8 m	
S0921818113002245-1571	4	MeasuredProperty	638	642	10	long	
S0921818113002245-1571	4	MeasuredEntity	643	660	12	cores of sediment	
S0921818113002245-1571	5	Quantity	684	695	9	60 or 63 mm	
S0921818113002245-1571	5	MeasuredProperty	696	713	11	internal diameter	
S0921818113002245-1571	5	MeasuredEntity	664	673	13	PVC tubes	
S0921818113002245-1571	6	Quantity	811	815	14	four	
S0921818113002245-1571	6	MeasuredEntity	816	833	17	overlapping cores	
S0921818113002245-1571	7	Quantity	891	894	15	8 m	
S0921818113002245-1571	7	MeasuredProperty	882	887	16	depth	
S0921818113002245-1571	7	MeasuredEntity	873	881	18	sediment	
S0921818113002245-1571	8	Quantity	1023	1034	19	three metre	
S0921818113002245-1571	8	MeasuredProperty	1035	1039	21	long	
S0921818113002245-1571	8	MeasuredEntity	1040	1046	23	drives	
S0921818113002245-1571	9	Quantity	1103	1123	20	approximately 11.8 m	
S0921818113002245-1571	9	MeasuredProperty	1094	1099	22	depth	
S0921818113002245-1571	9	MeasuredEntity	1081	1090	24	sediments	
S0921818113002245-1571	10	Quantity	1224	1249	25	between 11.8 m and 11.5 m	
S0921818113002245-1571	10	MeasuredProperty	1218	1223	26	depth	
S0921818113002245-1571	10	MeasuredEntity	1209	1217	27	sediment	
