docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-4175	1	Quantity	141	153	1	1.0–1.7 wt.%	
S0019103513005058-4175	1	MeasuredProperty	154	157	3	SO4	
S0019103513005058-4175	2	Quantity	178	186	2	1.3 wt.%	
S0019103513005058-4175	2	MeasuredProperty	187	202	4	soluble sulfate	
S0019103513005058-4175	3	Quantity	306	323	5	average ∼6.8 wt.%	
S0019103513005058-4175	4	Quantity	339	347	6	2.7 wt.%	
S0019103513005058-4175	4	MeasuredProperty	348	349	8	S	
S0019103513005058-4175	4	MeasuredEntity	354	365	9	global soil	
S0019103513005058-4175	5	Quantity	549	576	10	top few tens of centimeters	
S0019103513005058-4175	5	MeasuredProperty	519	541	12	average sulfur content	
S0019103513005058-4175	6	Quantity	592	601	11	∼4.4 wt.%	
S0019103513005058-4175	6	MeasuredEntity	584	588	13	soil	
S0019103513005058-4175	7	Quantity	737	741	14	0.1%	
S0019103513005058-4175	7	MeasuredEntity	749	778	15	terrestrial volcanic gas flux	
