docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-2841	1	Quantity	232	235	2	2 m	
S0960148113004989-2841	1	MeasuredProperty	227	229	8	η0	
S0960148113004989-2841	2	Quantity	241	245	3	50 m	
S0960148113004989-2841	2	MeasuredProperty	245	248	10	, ν	
S0960148113004989-2841	3	Quantity	251	259	4	3 m2 s−1	
S0960148113004989-2841	4	Quantity	266	267	5	0	
S0960148113004989-2841	4	MeasuredProperty	261	263	11	ct	
S0960148113004989-2841	5	Quantity	274	281	6	0.0025,	
S0960148113004989-2841	5	MeasuredProperty	282	283	13	g	
S0960148113004989-2841	6	Quantity	286	292	7	9.81 m	
S0960148113004989-2841	7	Quantity	437	451	14	640 m × 320 m.	
