docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1279	1	Quantity	143	149	1	500 ms	
S2213158213000582-1279	1	MeasuredEntity	150	173	4	inter-stimulus interval	
S2213158213000582-1279	2	Quantity	225	229	2	11 s	
S2213158213000582-1279	3	Quantity	241	245	3	9 s.	
S2213158213000582-1279	4	Quantity	358	369	5	35 dB above	
S2213158213000582-1279	4	MeasuredEntity	370	402	6	each subject's hearing threshold	
S2213158213000582-1279	5	Quantity	415	418	7	150	
S2213158213000582-1279	5	MeasuredEntity	419	431	9	click trials	
S2213158213000582-1279	6	Quantity	462	486	8	approximately 25 minutes	
S2213158213000582-1279	7	Quantity	556	569	10	50 and 100 ms	
