docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0925443913001385-1319	1	Quantity	89	93	1	five	
S0925443913001385-1319	2	Quantity	136	147	2	80 proteins	
S0925443913001385-1319	3	Quantity	162	164	3	13	
S0925443913001385-1319	4	Quantity	564	572	4	80 genes	
S0925443913001385-1319	5	Quantity	814	824	5	where none	
S0925443913001385-1319	6	Quantity	1403	1417	6	over a hundred	
S0925443913001385-1319	7	Quantity	2948	2951	7	one	
S0925443913001385-1319	8	Quantity	3264	3268	8	four	
S0925443913001385-1319	9	Quantity	3431	3447	9	approximately 80	
S0925443913001385-1319	10	Quantity	3828	3833	10	~ 70%	
S0925443913001385-1319	11	Quantity	3875	3880	11	~ 70%	
