docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-1644	5	Quantity	355	360	5-1	0.1 m	"{""unit"": ""kg""}"
S0038071711004354-1644	5	MeasuredEntity	364	376	5-2	mineral soil	"{""HasQuantity"": ""5-1""}"
S0038071711004354-1644	5	MeasuredProperty	341	360	5-3	the uppermost 0.1 m	"{""HasQuantity"": ""5-1""}"
S0038071711004354-1644	1	Quantity	43	50	1-1	14.8 °C	"{""unit"": ""kg""}"
S0038071711004354-1644	6	Quantity	394	397	6-1	93%	"{""unit"": ""kg""}"
S0038071711004354-1644	7	Quantity	404	406	7-1	4%	"{""unit"": ""kg""}"
S0038071711004354-1644	4	Quantity	301	307	4-1	2–5 cm	"{""unit"": ""kg""}"
S0038071711004354-1644	3	Quantity	113	126	3-1	over the year	"{""unit"": ""kg""}"
S0038071711004354-1644	8	Quantity	417	419	8-1	3%	"{""unit"": ""kg""}"
S0038071711004354-1644	2	Quantity	85	91	2-1	898 mm	"{""unit"": ""kg""}"
