docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
<<<<<<< HEAD
S2213671113000738-667	1	Quantity	370	378	1	25 ng/ml	
S2213671113000738-667	2	Quantity	383	388	2	48 hr	
S2213671113000738-667	3	Quantity	440	459	3	approximately 1:100	
=======
S2213671113000738-667	1	Quantity	241	255	1	days 35 and 71	
S2213671113000738-667	2	Quantity	370	378	2	25 ng/ml	
S2213671113000738-667	3	Quantity	383	388	3	48 hr	
S2213671113000738-667	4	Quantity	440	459	4	approximately 1:100	
>>>>>>> 03a4224c3c4c713fad20e36128eb28673ab12004
