docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213001253-2433	1	Quantity	20	25	1	three	"{""unit"": ""three""}"
S2213158213001253-2433	1	MeasuredEntity	26	37	2	classifiers	"{""HasQuantity"": ""1""}"
S2213158213001253-2433	2	Quantity	319	323	3	0.90	"{""unit"": ""0.90""}"
S2213158213001253-2433	3	Quantity	328	332	4	0.89	"{""unit"": ""0.89""}"
S2213158213001253-2433	4	Quantity	555	559	5	100%	"{""unit"": ""%""}"
S2213158213001253-2433	4	MeasuredProperty	560	578	6	true positive rate	"{""HasQuantity"": ""5""}"
S2213158213001253-2433	5	Quantity	624	628	7	100%	"{""unit"": ""%""}"
S2213158213001253-2433	5	MeasuredProperty	593	623	8	false positive rate approached	"{""HasQuantity"": ""7""}"
S2213158213001253-2433	6	Quantity	708	710	9	0%	"{""unit"": ""%""}"
S2213158213001253-2433	6	MeasuredProperty	711	730	10	false positive rate	"{""HasQuantity"": ""9""}"
S2213158213001253-2433	7	Quantity	775	777	11	0%	"{""unit"": ""%""}"
S2213158213001253-2433	7	MeasuredProperty	745	774	12	true positive rate approached	"{""HasQuantity"": ""11""}"
S2213158213001253-2433	8	Quantity	1549	1552	13	two	"{""unit"": ""two""}"
S2213158213001253-2433	8	MeasuredEntity	1553	1571	14	groups of subjects	"{""HasQuantity"": ""13""}"
