docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383913001567-6892	1	Quantity	15	19	1	40 m	"{""unit"": ""m""}"
S0378383913001567-6892	1	MeasuredEntity	4	11	2	channel	"{""HasQuantity"": ""1""}"
S0378383913001567-6892	2	Quantity	29	33	3	90 m	"{""unit"": ""m""}"
S0378383913001567-6892	2	MeasuredProperty	34	38	4	long	"{""HasQuantity"": ""3""}"
S0378383913001567-6892	3	Quantity	108	112	5	= 5°	"{""unit"": ""°""}"
S0378383913001567-6892	3	MeasuredProperty	100	107	6	angle β	"{""HasQuantity"": ""5""}"
S0378383913001567-6892	4	Quantity	151	156	7	10 m.	"{""unit"": ""m.""}"
S0378383913001567-6892	5	Quantity	185	188	8	two	"{""unit"": ""two""}"
S0378383913001567-6892	5	MeasuredEntity	189	204	9	different grids	"{""HasQuantity"": ""8""}"
S0378383913001567-6892	6	Quantity	208	216	10	121 × 53	"{""unit"": ""53""}"
S0378383913001567-6892	6	MeasuredEntity	217	241	11	regular curvilinear grid	"{""HasQuantity"": ""10""}"
S0378383913001567-6892	7	Quantity	357	365	12	121 × 53	"{""unit"": ""53""}"
S0378383913001567-6892	7	MeasuredEntity	366	378	13	regular grid	"{""HasQuantity"": ""12""}"
S0378383913001567-6892	8	Quantity	438	441	14	1 m	"{""unit"": ""m""}"
S0378383913001567-6892	8	MeasuredProperty	428	435	15	depth h	"{""HasQuantity"": ""14""}"
S0378383913001567-6892	8	MeasuredEntity	422	427	16	water	"{""HasProperty"": ""15""}"
S0378383913001567-6892	9	Quantity	469	472	17	2.5	"{""unit"": ""2.5""}"
