docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-855	1	Quantity	174	184	1	1.6 ± 0.2%	"{""unit"": ""%""}"
S0960148113005727-855	2	Quantity	252	257	2	28.5%	"{""unit"": ""%""}"
S0960148113005727-855	2	MeasuredProperty	216	236	3	average load factors	"{""HasQuantity"": ""2""}"
S0960148113005727-855	3	Quantity	270	273	4	21%	"{""unit"": ""%""}"
S0960148113005727-855	3	MeasuredEntity	263	269	5	new to	"{""HasQuantity"": ""4""}"
S0960148113005727-855	4	Quantity	277	284	6	age 19.	"{""unit"": "".""}"
S0960148113005727-855	5	Quantity	439	442	7	12%	"{""unit"": ""%""}"
S0960148113005727-855	5	MeasuredEntity	417	435	8	wind farm's output	"{""HasQuantity"": ""7""}"
S0960148113005727-855	6	Quantity	450	461	9	twenty year	"{""unit"": ""year""}"
S0960148113005727-855	6	MeasuredProperty	462	470	10	lifetime	"{""HasQuantity"": ""9""}"
S0960148113005727-855	7	Quantity	520	522	11	9%	"{""unit"": ""%""}"
