docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0925443913001385-1429	1	Quantity	114	117	2	10%	
S0925443913001385-1429	2	Quantity	148	152	3	2 mM	
S0925443913001385-1429	2	MeasuredProperty	153	164	9	l-glutamine	
S0925443913001385-1429	3	Quantity	166	174	4	50 μg/ml	
S0925443913001385-1429	4	Quantity	184	193	5	110 μg/ml	
S0925443913001385-1429	4	MeasuredProperty	194	202	10	pyruvate	
S0925443913001385-1429	5	Quantity	204	215	6	10,000 U/ml	
S0925443913001385-1429	5	MeasuredProperty	216	228	11	penicillin G	
S0925443913001385-1429	6	Quantity	233	245	7	10,000 μg/ml	
S0925443913001385-1429	6	MeasuredProperty	246	258	12	streptomycin	
