docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1750583613004192-1267	1	Quantity	416	454	1	a few percent to around thirty percent	
S1750583613004192-1267	1	MeasuredEntity	386	400	3	gas saturation	
S1750583613004192-1267	2	Quantity	485	505	2	above thirty percent	
S1750583613004192-1267	2	MeasuredEntity	468	479	4	saturations	
S1750583613004192-1267	3	Quantity	597	600	5	80%	
S1750583613004192-1267	3	MeasuredProperty	601	615	6	gas saturation	
S1750583613004192-1267	3	MeasuredEntity	649	663	7	Sleipner plume	
S1750583613004192-1267	4	Quantity	769	772	8	80%	
S1750583613004192-1267	4	MeasuredProperty	808	819	10	upper limit	
S1750583613004192-1267	4	MeasuredEntity	827	856	12	mean saturation for the plume	
S1750583613004192-1267	5	Quantity	893	896	9	40%	
S1750583613004192-1267	5	MeasuredProperty	862	873	11	lower limit	
