docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103511004994-1399	1	Quantity	32	45	1	62 satellites	
S0019103511004994-1399	1	MeasuredEntity	49	55	6	Saturn	
S0019103511004994-1399	2	Quantity	92	112	2	3.95 Saturn radii RS	
S0019103511004994-1399	2	MeasuredProperty	80	88	4	distance	
S0019103511004994-1399	3	Quantity	120	129	3	60,268 km	
S0019103511004994-1399	3	MeasuredEntity	114	117	7	1RS	
S0019103511004994-1399	4	Quantity	241	247	8	252 km	
S0019103511004994-1399	4	MeasuredProperty	221	232	9	radius REnc	
S0019103511004994-1399	5	Quantity	512	516	10	1979	
S0019103511004994-1399	5	MeasuredProperty	480	492	13	first flybys	
S0019103511004994-1399	5	MeasuredEntity	500	510	14	Pioneer 11	
S0019103511004994-1399	6	Quantity	530	534	11	1980	
S0019103511004994-1399	6	MeasuredEntity	519	528	15	Voyager 1	
S0019103511004994-1399	7	Quantity	551	555	12	1981	
S0019103511004994-1399	7	MeasuredEntity	540	549	16	Voyager 2	
S0019103511004994-1399	8	Quantity	735	750	17	since July 2004	
S0019103511004994-1399	8	MeasuredProperty	715	734	19	orbit around Saturn	
S0019103511004994-1399	8	MeasuredEntity	692	710	21	Cassini spacecraft	
S0019103511004994-1399	9	Quantity	775	805	18	14 times between 2005 and 2010	
S0019103511004994-1399	9	MeasuredProperty	756	774	20	flown by Enceladus	
