docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512004009-3976	1	Quantity	104	117	2	from 0.1 to 1	
S0019103512004009-3976	1	MeasuredProperty	92	96	4	ηnet	
S0019103512004009-3976	2	Quantity	184	222	3	increases from 2.6 km s−1 to 25 km s−1	
S0019103512004009-3976	2	MeasuredProperty	153	161	5	velocity	
S0019103512004009-3976	2	MeasuredEntity	169	183	6	upper boundary	
S0019103512004009-3976	3	Quantity	319	323	7	100×	
S0019103512004009-3976	3	MeasuredProperty	333	341	9	velocity	
S0019103512004009-3976	3	MeasuredEntity	324	328	10	case	
S0019103512004009-3976	4	Quantity	372	381	8	30 km s−1	
S0019103512004009-3976	4	MeasuredEntity	349	363	11	upper boundary	
S0019103512004009-3976	5	Quantity	549	552	13	0.1	
S0019103512004009-3976	5	MeasuredProperty	542	546	16	ηnet	
S0019103512004009-3976	5	MeasuredEntity	557	579	18	isothermal sonic point	
S0019103512004009-3976	6	Quantity	636	637	14	1	
S0019103512004009-3976	6	MeasuredEntity	629	633	19	ηnet	
S0019103512004009-3976	7	Quantity	655	658	15	4Rp	
S0019103512004009-3976	7	MeasuredProperty	644	651	17	located	
