docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0025322712001600-2406	1	Quantity	608	613	1	< 9 m	
S0025322712001600-2406	1	MeasuredProperty	614	618	2	long	
S0025322712001600-2406	1	MeasuredEntity	598	603	3	cores	
S0025322712001600-2406	2	Quantity	750	766	4	greater than 10%	
S0025322712001600-2406	2	MeasuredProperty	739	745	7	values	
S0025322712001600-2406	2	MeasuredEntity	767	778	11	uncertainty	
S0025322712001600-2406	3	Quantity	795	809	5	better than 5%	
S0025322712001600-2406	3	MeasuredProperty	810	816	8	weight	
S0025322712001600-2406	4	Quantity	824	827	6	95%	
S0025322712001600-2406	4	MeasuredProperty	828	844	9	confidence level	
