docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X13006393-399	1	Quantity	187	201	1	1065–1280 cm−1	
S0167577X13006393-399	1	MeasuredProperty	148	172	2	C3O characteristic bands	
S0167577X13006393-399	1	MeasuredEntity	119	137	3	pure PLGA spectrum	
S0167577X13006393-399	2	Quantity	305	319	4	about 964 cm−1	
S0167577X13006393-399	2	MeasuredProperty	284	301	7	ν1 vibration mode	
S0167577X13006393-399	2	MeasuredEntity	207	232	9	spectrum of HA nanopowder	
S0167577X13006393-399	3	Quantity	342	351	5	1031 cm−1	
S0167577X13006393-399	3	MeasuredProperty	321	338	8	ν3 vibration mode	
S0167577X13006393-399	4	Quantity	356	365	6	1091 cm−1	
S0167577X13006393-399	5	Quantity	427	430	10	50%	
S0167577X13006393-399	5	MeasuredEntity	419	426	11	PLGA–HA	
