docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-3154	1	Quantity	175	189	1	1.3 ± 0.5 wt.%	
S0019103513005058-3154	1	MeasuredEntity	144	159	2	Soluble sulfate	
S0019103513005058-3154	2	Quantity	391	400	3	∼0.5 wt.%	
S0019103513005058-3154	2	MeasuredProperty	327	346	4	perchlorate (ClO4-)	
S0019103513005058-3154	2	MeasuredEntity	383	387	5	soil	
S0019103513005058-3154	3	Quantity	820	830	6	1000 times	
S0019103513005058-3154	3	MeasuredProperty	787	807	7	sensitive to nitrate	
S0019103513005058-3154	3	MeasuredEntity	724	755	8	perchlorate-sensitive electrode	
S0019103513005058-3154	4	Quantity	1641	1646	9	⩽1.6%	
S0019103513005058-3154	4	MeasuredProperty	1647	1658	10	perchlorate	
S0019103513005058-3154	4	MeasuredEntity	1667	1702	11	Viking 1 and Viking 2 landing sites	
S0019103513005058-3154	5	Quantity	1913	1927	12	<1 ppm by mass	
S0019103513005058-3154	5	MeasuredProperty	1808	1826	13	Native perchlorate	
S0019103513005058-3154	5	MeasuredEntity	1866	1893	14	martian meteorite EETA79001	
