docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-3917	1	Quantity	409	420	1	0.02 cm s−1	
S0019103513005058-3917	1	MeasuredProperty	386	405	3	deposition velocity	
S0019103513005058-3917	1	MeasuredEntity	424	435	4	all species	
S0019103513005058-3917	2	Quantity	442	445	2	two	
S0019103513005058-3917	2	MeasuredEntity	446	456	5	exceptions	
S0019103513005058-3917	3	Quantity	521	525	6	zero	
S0019103513005058-3917	3	MeasuredProperty	469	490	7	deposition velocities	
S0019103513005058-3917	3	MeasuredEntity	495	509	8	O2, H2, and CO	
S0019103513005058-3917	4	Quantity	586	590	9	zero	
S0019103513005058-3917	4	MeasuredProperty	591	610	10	deposition velocity	
S0019103513005058-3917	4	MeasuredEntity	567	578	11	all species	
S0019103513005058-3917	5	Quantity	653	657	12	zero	
S0019103513005058-3917	5	MeasuredProperty	658	677	13	deposition velocity	
