docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113001306-1404	1	Quantity	47	54	1	4 weeks	
S2213671113001306-1404	1	MeasuredProperty	13	43	2	sacrificed and perfusion-fixed	
S2213671113001306-1404	1	MeasuredEntity	0	7	3	Animals	
S2213671113001306-1404	2	Quantity	602	609	4	1 month	
S2213671113001306-1404	2	MeasuredProperty	576	584	5	survival	
S2213671113001306-1404	2	MeasuredEntity	588	597	6	human RPE	
S2213671113001306-1404	3	Quantity	1080	1111	7	approximately 95% after 1 month	
S2213671113001306-1404	3	MeasuredProperty	1065	1073	8	survival	
S2213671113001306-1404	3	MeasuredEntity	1050	1064	9	human RPE cell	
S2213671113001306-1404	4	Quantity	1560	1572	10	over 4 weeks	
S2213671113001306-1404	4	MeasuredProperty	1472	1480	11	survival	
S2213671113001306-1404	4	MeasuredEntity	1484	1503	12	polarized human RPE	
