docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-3258	1	Quantity	180	184	2	30 m	
S0960148113004989-3258	1	MeasuredProperty	160	176	3	minimum distance	
S0960148113004989-3258	2	Quantity	251	253	4	56	
S0960148113004989-3258	2	MeasuredEntity	254	264	7	iterations	
S0960148113004989-3258	3	Quantity	266	268	5	55	
S0960148113004989-3258	3	MeasuredEntity	269	289	8	gradient evaluations	
S0960148113004989-3258	4	Quantity	291	293	6	73	
S0960148113004989-3258	4	MeasuredEntity	294	316	9	functional evaluations	
S0960148113004989-3258	5	Quantity	354	361	10	40.6 MW	
S0960148113004989-3258	5	MeasuredProperty	345	353	13	extracts	
S0960148113004989-3258	5	MeasuredEntity	323	344	14	optimised farm layout	
S0960148113004989-3258	6	Quantity	399	402	11	31%	
S0960148113004989-3258	6	MeasuredEntity	387	395	15	increase	
S0960148113004989-3258	7	Quantity	435	442	12	30.9 MW	
S0960148113004989-3258	7	MeasuredEntity	419	433	16	initial layout	
