docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032063312003054-2264	1	Quantity	266	273	1	∼400eV.	
S0032063312003054-2264	1	MeasuredProperty	245	248	2	DEF	
S0032063312003054-2264	1	MeasuredEntity	252	262	3	heavy-ions	
S0032063312003054-2264	2	Quantity	517	522	4	∼10eV	
S0032063312003054-2264	2	MeasuredProperty	501	509	8	energies	
S0032063312003054-2264	2	MeasuredEntity	485	495	10	heavy-ions	
S0032063312003054-2264	3	Quantity	580	593	5	around 100 km	
S0032063312003054-2264	4	Quantity	697	703	6	400 km	
S0032063312003054-2264	4	MeasuredProperty	638	653	9	horizontal size	
S0032063312003054-2264	4	MeasuredEntity	659	693	11	closed crustal magnetic field line	
